Name,Salary,salcat
Jorge Barrosa,760000.0,<1M
Osleivis Basabe,760000.0,<1M
Samuel Basallo,760000.0,<1M
Brady Basso,760000.0,<1M
Angel Bastardo,760000.0,<1M
Dylan Beavers,760000.0,<1M
Tristan Beck,760000.0,<1M
Sam Benschoter,760000.0,<1M
Will Benson,760000.0,<1M
Ryan Bergert,760000.0,<1M
Warming Bernabel,760000.0,<1M
Steward Berroa,760000.0,<1M
Mason Black,760000.0,<1M
Tyler Black,760000.0,<1M
Paul Blackburn,760000.0,<1M
A.J. Blubaugh,760000.0,<1M
Ryan Borucki,760000.0,<1M
Caleb Boushley,760000.0,<1M
Ben Bowden,760000.0,<1M
Jonathan Bowlan,760000.0,<1M
Joe Boyle,760000.0,<1M
Rob Brantly,760000.0,<1M
John Brebbia,760000.0,<1M
Will Brennan,760000.0,<1M
Connor Brogdon,760000.0,<1M
Trenton Brooks,760000.0,<1M
McCade Brown,760000.0,<1M
JT Brubaker,760000.0,<1M
Justin Bruihl,760000.0,<1M
Walker Buehler,760000.0,<1M
Juan Burgos,760000.0,<1M
Chase Burns,760000.0,<1M
Michael Burrows,760000.0,<1M
Genesis Cabrera,760000.0,<1M
Jac Caglianone,760000.0,<1M
Owen Caissie,760000.0,<1M
Tyler Callihan,760000.0,<1M
Daz Cameron,760000.0,<1M
Noah Cameron,760000.0,<1M
Isaiah Campbell,760000.0,<1M
Gustavo Campero,760000.0,<1M
Alexander Canario,760000.0,<1M
Dominic Canzone,760000.0,<1M
Alex Carrillo,760000.0,<1M
Evan Carter,760000.0,<1M
Blas Castano,760000.0,<1M
Jose Castillo,760000.0,<1M
Luis Castillo,760000.0,<1M
Bubba Chandler,760000.0,<1M
Tsung-Che Cheng,760000.0,<1M
Nathan Church,760000.0,<1M
Denzel Clarke,760000.0,<1M
Jonatan Clase,760000.0,<1M
Zach Cole Jr.,760000.0,<1M
Roansy Contreras,760000.0,<1M
Billy Cook,760000.0,<1M
Jose Corniell,760000.0,<1M
Kenedy Corona,760000.0,<1M
Carlos Cortes,760000.0,<1M
Tom Cosgrove,760000.0,<1M
Austin Cox,760000.0,<1M
Blaine Crim,760000.0,<1M
Nabil Crismatt,760000.0,<1M
Jimmy Crooks III,760000.0,<1M
Omar Cruz,760000.0,<1M
Steven Cruz,760000.0,<1M
Xzavion Curry,760000.0,<1M
Luis Curvelo,760000.0,<1M
Ryan Cusick,760000.0,<1M
Caden Dana,760000.0,<1M
Davis Daniel,760000.0,<1M
Dugan Darnell,760000.0,<1M
Michael Darrell-Hicks,760000.0,<1M
Logan Davidson,760000.0,<1M
Henry Davis,760000.0,<1M
Noah Davis,760000.0,<1M
Jose De Leon,760000.0,<1M
Enyel De Los Santos,760000.0,<1M
Yerry De Los Santos,760000.0,<1M
Justin Dean,760000.0,<1M
Adrian Del Castillo,760000.0,<1M
Cam Devanney,760000.0,<1M
Jhonathan Diaz,760000.0,<1M
Yilber Diaz,760000.0,<1M
Hunter Dobbins,760000.0,<1M
Dylan Dodd,760000.0,<1M
Chase Dollander,760000.0,<1M
Jack Dreyer,760000.0,<1M
Carlos Duran,760000.0,<1M
Caleb Durbin,760000.0,<1M
Connelly Early,760000.0,<1M
Nate Eaton,760000.0,<1M
Jake Eder,760000.0,<1M
C.J. Edwards,760000.0,<1M
Bryce Eldridge,760000.0,<1M
Tim Elko,760000.0,<1M
Tristin English,760000.0,<1M
Dietrich Enns,760000.0,<1M
Nic Enright,760000.0,<1M
J.C. Escarra,760000.0,<1M
José Espada,760000.0,<1M
Joey Estes,760000.0,<1M
Lazaro Estrada,760000.0,<1M
Logan Evans,760000.0,<1M
Stuart Fairchild,760000.0,<1M
Mitch Farris,760000.0,<1M
Erick Fedde,760000.0,<1M
Hunter Feduccia,760000.0,<1M
Tyler Ferguson,760000.0,<1M
Jose Fermin,760000.0,<1M
Jose Fermin,760000.0,<1M
Yanquiel Fernandez,760000.0,<1M
Julian Fernández,760000.0,<1M
David Festa,760000.0,<1M
Matt Festa,760000.0,<1M
J.P. Feyereisen,760000.0,<1M
Braydon Fisher,760000.0,<1M
Ryan Fitzgerald,760000.0,<1M
Dominic Fletcher,760000.0,<1M
Rafael Flores,760000.0,<1M
Mason Fluharty,760000.0,<1M
Harry Ford,760000.0,<1M
Justin Foscue,760000.0,<1M
Nick Frasso,760000.0,<1M
Alex Freeland,760000.0,<1M
Caleb Freeman,760000.0,<1M
Cody Freeman,760000.0,<1M
Didier Fuentes,760000.0,<1M
Braxton Fulford,760000.0,<1M
Carson Fulmer,760000.0,<1M
Kody Funderburk,760000.0,<1M
Matt Gage,760000.0,<1M
Aramis Garcia,760000.0,<1M
Brandyn Garcia,760000.0,<1M
Jhostynxon Garcia,760000.0,<1M
Luis Garcia,760000.0,<1M
Rico Garcia,760000.0,<1M
Justin Garza,760000.0,<1M
Joey Gerber,760000.0,<1M
Paul Gervase,760000.0,<1M
Cade Gibson,760000.0,<1M
Drew Gilbert,760000.0,<1M
Logan Gillaspie,760000.0,<1M
J.T. Ginn,760000.0,<1M
Domingo Gonzalez,760000.0,<1M
Wikelman Gonzalez,760000.0,<1M
Colton Gordon,760000.0,<1M
Tanner Gordon,760000.0,<1M
Gordon Graceffo,760000.0,<1M
Andre Granillo,760000.0,<1M
Tristan Gray,760000.0,<1M
Vaughn Grissom,760000.0,<1M
Sean Guenther,760000.0,<1M
Luis Guerrero,760000.0,<1M
Ryan Gusto,760000.0,<1M
Denzer Guzman,760000.0,<1M
Petey Halpin,760000.0,<1M
Dominic Hamel,760000.0,<1M
Maverick Handley,760000.0,<1M
Thomas Harrington,760000.0,<1M
Brett Harris,760000.0,<1M
Dustin Harris,760000.0,<1M
Hayden Harris,760000.0,<1M
Kyle Harrison,760000.0,<1M
Geoff Hartlieb,760000.0,<1M
Robert Hassell,760000.0,<1M
Thomas Hatch,760000.0,<1M
Andrew Heaney,760000.0,<1M
Michael Helman,760000.0,<1M
Logan Henderson,760000.0,<1M
Cole Henry,760000.0,<1M
Tommy Henry,760000.0,<1M
Kevin Herget,760000.0,<1M
Darell Hernaiz,760000.0,<1M
Heriberto Hernandez,760000.0,<1M
Nick Hernandez,760000.0,<1M
Brewer Hicklen,760000.0,<1M
Liam Hicks,760000.0,<1M
Jaden Hill,760000.0,<1M
Rece Hinds,760000.0,<1M
Yaramil Hiraldo,760000.0,<1M
Keston Hiura,760000.0,<1M
Sean Hjelle,760000.0,<1M
Andrew Hoffman,760000.0,<1M
Nolan Hoffman,760000.0,<1M
Gunnar Hoglund,760000.0,<1M
Gavin Hollowell,760000.0,<1M
Grant Holman,760000.0,<1M
Bailey Horn,760000.0,<1M
Cade Horton,760000.0,<1M
Brady House,760000.0,<1M
Cooper Hummel,760000.0,<1M
Blake Hunt,760000.0,<1M
Alex Jackson,760000.0,<1M
Jeremiah Jackson,760000.0,<1M
Luke Jackson,760000.0,<1M
Joe Jacques,760000.0,<1M
Drey Jameson,760000.0,<1M
Carter Jensen,760000.0,<1M
Leonardo Jimenez,760000.0,<1M
Bryce Johnson,760000.0,<1M
Daniel Johnson,760000.0,<1M
Ryan Johnson,760000.0,<1M
Seth Johnson,760000.0,<1M
Troy Johnston,760000.0,<1M
Corey Julks,760000.0,<1M
Jace Jung,760000.0,<1M
Janson Junk,760000.0,<1M
Connor Kaiser,760000.0,<1M
Kyle Karros,760000.0,<1M
Niko Kavadas,760000.0,<1M
C.J. Kayfus,760000.0,<1M
Luke Keaschall,760000.0,<1M
Casey Kelly,760000.0,<1M
Michael Kelly,760000.0,<1M
Otto Kemp,760000.0,<1M
Buddy Kennedy,760000.0,<1M
Zak Kent,760000.0,<1M
Carter Kieboom,760000.0,<1M
Craig Kimbrel,760000.0,<1M
Will Klein,760000.0,<1M
Landon Knack,760000.0,<1M
Stephen Kolek,760000.0,<1M
Christian Koss,760000.0,<1M
Matt Krook,760000.0,<1M
Nick Kurtz,760000.0,<1M
Joe La Sorsa,760000.0,<1M
Rafael Lantigua,760000.0,<1M
Sauryn Lao,760000.0,<1M
Andry Lara,760000.0,<1M
Jhancarlos Lara,760000.0,<1M
Jacob Latz,760000.0,<1M
Nathan Lavender,760000.0,<1M
Cody Laweryson,760000.0,<1M
Jordan Lawlar,760000.0,<1M
Casey Lawrence,760000.0,<1M
Max Lazar,760000.0,<1M
Chase Lee,760000.0,<1M
Casey Legumina,760000.0,<1M
Daylen Lile,760000.0,<1M
Trey Lipscomb,760000.0,<1M
Jack Little,760000.0,<1M
Luke Little,760000.0,<1M
Tyler Locklear,760000.0,<1M
Nick Loftin,760000.0,<1M
Joey Loperfido,760000.0,<1M
Jacob Lopez,760000.0,<1M
Brad Lord,760000.0,<1M
Ryan Loutos,760000.0,<1M
Nathaniel Lowe,760000.0,<1M
Marco Luciano,760000.0,<1M
Matthew Lugo,760000.0,<1M
Willie MacIver,760000.0,<1M
Vimael Machin,760000.0,<1M
Anthony Maldonado,760000.0,<1M
Jake Mangum,760000.0,<1M
Matt Manning,760000.0,<1M
Ron Marinaccio,760000.0,<1M
Jakob Marsee,760000.0,<1M
Noelvi Marte,760000.0,<1M
Austin Martin,760000.0,<1M
Corbin Martin,760000.0,<1M
Angel Martinez,760000.0,<1M
Seth Martinez,760000.0,<1M
Brice Matthews,760000.0,<1M
Zebby Matthews,760000.0,<1M
Isaac Mattson,760000.0,<1M
Zach Maxwell,760000.0,<1M
Marcelo Mayer,760000.0,<1M
Coby Mayo,760000.0,<1M
Adam Mazur,760000.0,<1M
Mason McCoy,760000.0,<1M
Grant McCray,760000.0,<1M
Carson McCusker,760000.0,<1M
Garrett McDaniels,760000.0,<1M
Trevor McDonald,760000.0,<1M
Easton McGee,760000.0,<1M
Scott McGough,760000.0,<1M
Michael McGreevy,760000.0,<1M
Nolan McLean,760000.0,<1M
Wade Meckler,760000.0,<1M
Victor Mederos,760000.0,<1M
Chase Meidroth,760000.0,<1M
Juan Mejia,760000.0,<1M
Jacob Melton,760000.0,<1M
Troy Melton,760000.0,<1M
Cristian Mena,760000.0,<1M
Michael Mercado,760000.0,<1M
Victor Mesa Jr.,760000.0,<1M
Parker Messick,760000.0,<1M
Luis Mey,760000.0,<1M
Drew Millas,760000.0,<1M
Bobby Miller,760000.0,<1M
Owen Miller,760000.0,<1M
Anthony Misiewicz,760000.0,<1M
Jacob Misiorowski,760000.0,<1M
Anthony Molina,760000.0,<1M
Andruw Monasterio,760000.0,<1M
Keider Montero,760000.0,<1M
Coco Montes,760000.0,<1M
Christian Montes De Oca,760000.0,<1M
Pat Monteverde,760000.0,<1M
Colson Montgomery,760000.0,<1M
Christian Moore,760000.0,<1M
Dylan Moore,760000.0,<1M
Luis Morales,760000.0,<1M
David Morgan,760000.0,<1M
Juan Morillo,760000.0,<1M
Charlie Morton,760000.0,<1M
Jovani Morán,760000.0,<1M
Max Muncy,760000.0,<1M
Roddery Munoz,760000.0,<1M
Noah Murdock,760000.0,<1M
Jayden Murray,760000.0,<1M
Rolddy Muñoz,760000.0,<1M
Tommy Nance,760000.0,<1M
Brian Navarreto,760000.0,<1M
Kyle Nicolas,760000.0,<1M
Tomás Nido,760000.0,<1M
Doug Nikhazy,760000.0,<1M
Ryan Noda,760000.0,<1M
Austin Nola,760000.0,<1M
Dedniel Nunez,760000.0,<1M
Dom Nunez,760000.0,<1M
Eduarniel Nunez,760000.0,<1M
Nasim Nunez,760000.0,<1M
Riley O'Brien,760000.0,<1M
Pierson Ohl,760000.0,<1M
Jonathan Ornelas,760000.0,<1M
Tirso Ornelas,760000.0,<1M
Eric Orze,760000.0,<1M
Alejandro Osuna,760000.0,<1M
Michel Otanez,760000.0,<1M
Joshua Palacios,760000.0,<1M
Daniel Palencia,760000.0,<1M
Jake Palisch,760000.0,<1M
Carson Palmquist,760000.0,<1M
Chad Patrick,760000.0,<1M
Joel Peguero,760000.0,<1M
Liover Peguero,760000.0,<1M
Sammy Peralta,760000.0,<1M
Jhonny Pereda,760000.0,<1M
Everson Pereira,760000.0,<1M
Jack Perkins,760000.0,<1M
Tristan Peters,760000.0,<1M
Michael Petersen,760000.0,<1M
Chase Petty,760000.0,<1M
Connor Phillips,760000.0,<1M
Konnor Pilkington,760000.0,<1M
Robinson Pina,760000.0,<1M
Jonathan Pintaro,760000.0,<1M
Austin Pope,760000.0,<1M
Logan Porter,760000.0,<1M
P.J. Poulin,760000.0,<1M
Yohel Pozo,760000.0,<1M
Quinn Priester,760000.0,<1M
César Prieto,760000.0,<1M
Edgar Quero,760000.0,<1M
Carson Ragsdale,760000.0,<1M
Agustin Ramirez,760000.0,<1M
Erasmo Ramirez,760000.0,<1M
Yohan Ramirez,760000.0,<1M
Alan Rangel,760000.0,<1M
Nick Raquet,760000.0,<1M
Taylor Rashi,760000.0,<1M
John Rave,760000.0,<1M
Lyon Richardson,760000.0,<1M
Ryan Ritter,760000.0,<1M
Leonardo Rivas,760000.0,<1M
Sebastian Rivero,760000.0,<1M
Christian Roa,760000.0,<1M
Daniel Robert,760000.0,<1M
Ethan Roberts,760000.0,<1M
Will Robertson,760000.0,<1M
Chuckie Robinson,760000.0,<1M
Joe Rock,760000.0,<1M
Alan Roden,760000.0,<1M
Bradgley Rodriguez,760000.0,<1M
Carlos D. Rodriguez,760000.0,<1M
Carlos F. Rodriguez,760000.0,<1M
Jesus Rodriguez,760000.0,<1M
Ryan Rolison,760000.0,<1M
Drew Romo,760000.0,<1M
John Rooney,760000.0,<1M
Eddie Rosario,760000.0,<1M
Eguy Rosario,760000.0,<1M
Dylan Ross,760000.0,<1M
Houston Roth,760000.0,<1M
Esteury Ruiz,760000.0,<1M
Dalton Rushing,760000.0,<1M
Jackson Rutledge,760000.0,<1M
Andrew Saalfrank,760000.0,<1M
Blake Sabol,760000.0,<1M
Thomas Saggese,760000.0,<1M
César Salazar,760000.0,<1M
Ali Sanchez,760000.0,<1M
Cam Sanders,760000.0,<1M
Jayvien Sandridge,760000.0,<1M
Reiver Sanmartin,760000.0,<1M
Carlos Santana,760000.0,<1M
Roki Sasaki,760000.0,<1M
Cam Schlittler,760000.0,<1M
Paxton Schultz,760000.0,<1M
Aaron Schunk,760000.0,<1M
Tayler Scott,760000.0,<1M
Connor Seabold,760000.0,<1M
Anthony Seigler,760000.0,<1M
Colin Selby,760000.0,<1M
Hayden Senger,760000.0,<1M
Bobby Seymour,760000.0,<1M
Carson Seymour,760000.0,<1M
Ian Seymour,760000.0,<1M
Matt Shaw,760000.0,<1M
Zack Short,760000.0,<1M
Chase Shugart,760000.0,<1M
Chase Silseth,760000.0,<1M
Ronny Simon,760000.0,<1M
Chandler Simpson,760000.0,<1M
Josh Simpson,760000.0,<1M
Evan Sisk,760000.0,<1M
Cam Smith,760000.0,<1M
Dylan Smith,760000.0,<1M
Shane Smith,760000.0,<1M
Nick Sogard,760000.0,<1M
Donovan Solano,760000.0,<1M
Drew Sommers,760000.0,<1M
Bennett Sousa,760000.0,<1M
Brandon Sproat,760000.0,<1M
Jacob Stallings,760000.0,<1M
Justin Sterner,760000.0,<1M
Chad Stevens,760000.0,<1M
Sal Stewart,760000.0,<1M
Robert Stock,760000.0,<1M
Chris Stratton,760000.0,<1M
Hunter Stratton,760000.0,<1M
Kade Strowd,760000.0,<1M
C.J. Stubbs,760000.0,<1M
Wander Suero,760000.0,<1M
Brett Sullivan,760000.0,<1M
Matt Svanson,760000.0,<1M
Devin Sweet,760000.0,<1M
Freddy Tarnok,760000.0,<1M
Tim Tawa,760000.0,<1M
Chris Taylor,760000.0,<1M
Grant Taylor,760000.0,<1M
Samad Taylor,760000.0,<1M
Kyle Teel,760000.0,<1M
Kai-Wei Teng,760000.0,<1M
Bryce Teodosio,760000.0,<1M
Colby Thomas,760000.0,<1M
Connor Thomas,760000.0,<1M
Rhylan Thomas,760000.0,<1M
Blade Tidwell,760000.0,<1M
Tyler Tolbert,760000.0,<1M
Payton Tolle,760000.0,<1M
Jonah Tong,760000.0,<1M
Touki Toussaint,760000.0,<1M
Lou Trivino,760000.0,<1M
Chadwick Tromp,760000.0,<1M
José Ureña,760000.0,<1M
George Valera,760000.0,<1M
Brian Van Belle,760000.0,<1M
Logan VanWey,760000.0,<1M
Mike Vasil,760000.0,<1M
Terrin Vavra,760000.0,<1M
Luis Vazquez,760000.0,<1M
Zac Veen,760000.0,<1M
Vince Velasquez,760000.0,<1M
Ryan Vilade,760000.0,<1M
David Villar,760000.0,<1M
Jorbit Vivas,760000.0,<1M
Jack WInkler,760000.0,<1M
Brandon Waddell,760000.0,<1M
Hurston Waldrep,760000.0,<1M
Josh Walker,760000.0,<1M
Chad Wallach,760000.0,<1M
Brandon Walter,760000.0,<1M
Andrew Walters,760000.0,<1M
Donnie Walton,760000.0,<1M
Drew Waters,760000.0,<1M
Jordan Weems,760000.0,<1M
Carson Whisenhunt,760000.0,<1M
Shay Whitcomb,760000.0,<1M
Owen White,760000.0,<1M
Jordan Wicks,760000.0,<1M
Joey Wiemer,760000.0,<1M
Cole Wilcox,760000.0,<1M
Nathan Wiles,760000.0,<1M
Carson Williams,760000.0,<1M
Luke Williams,760000.0,<1M
Ben Williamson,760000.0,<1M
Jacob Wilson,760000.0,<1M
Will Wilson,760000.0,<1M
Allan Winans,760000.0,<1M
Josh Winckowski,760000.0,<1M
Cole Winn,760000.0,<1M
Keaton Winn,760000.0,<1M
Brett Wisely,760000.0,<1M
Grant Wolfram,760000.0,<1M
Jake Woodford,760000.0,<1M
Gage Workman,760000.0,<1M
Randy Wynne,760000.0,<1M
Trey Yesavage,760000.0,<1M
Craig Yoho,760000.0,<1M
Nick Yorke,760000.0,<1M
Brandon Young,760000.0,<1M
Cole Young,760000.0,<1M
Rob Zastryzny,760000.0,<1M
Bruce Zimmermann,760000.0,<1M
Tyler Zuber,760000.0,<1M
Yosver Zulueta,760000.0,<1M
Brett de Geus,760000.0,<1M
Garrett Acton,757500.0,<1M
Braden Shewmake,186000.0,<1M
Michael Arias,123900.0,<1M
Jake Bloss,123900.0,<1M
Yoniel Curet,123900.0,<1M
Daniel Espino,123900.0,<1M
Adam Macko,123900.0,<1M
Emmanuel Rodriguez,123900.0,<1M
Nick Robertson,81268.0,<1M
Juan Yepez,81000.0,<1M
Jean Cabrera,62000.0,<1M
Eric Cerantola,62000.0,<1M
Moises Chace,62000.0,<1M
Deyvison De Los Santos,62000.0,<1M
Daxton Fulton,62000.0,<1M
Tink Hence,62000.0,<1M
Matt Koperniak,62000.0,<1M
Tyler Mattison,62000.0,<1M
Jeferson Quero,62000.0,<1M
Marco Raya,62000.0,<1M
Winston Santos,62000.0,<1M
Jared Serna,62000.0,<1M
Emiliano Teodo,62000.0,<1M
Tyler Gentry,41333.0,<1M
Gus Varland,32640.0,<1M
Evan Justice,18652.0,<1M
